issue_time,weather_run_time,valid_time,turbine_id,lead_hour,predicted_normalized_power,model_version,weather_input_hash,weather_response_sha256,forecast_input_hash,model_available_at
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T01:00:00Z,turbine_1,6,0.5163450262857014,turbine_1:hist_gradient_boosting:b907dadfa8fe5d4f:55e7646502ca,56c8295b654459bb020f1b1cd4563485e88a28696210b1250ea241c3fd6db774,045d383ca8358d7d3a073def08e8c9e08d8532cb91237f2c2d5f9f7d84ef12e9,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T01:00:00Z,turbine_2,6,0.7102561199751817,turbine_2:hist_gradient_boosting:cd65fb3316b57ab2:55e7646502ca,8db100ee2244eb4cf5962533c5e8068592e13b518664128bcfef30c33228fb31,2e1d465a7eb26947f4c356527d36630fe76e37d28b8a17216fbf89855fa14d22,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T02:00:00Z,turbine_1,7,0.49031320378728427,turbine_1:hist_gradient_boosting:b907dadfa8fe5d4f:55e7646502ca,56c8295b654459bb020f1b1cd4563485e88a28696210b1250ea241c3fd6db774,045d383ca8358d7d3a073def08e8c9e08d8532cb91237f2c2d5f9f7d84ef12e9,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T02:00:00Z,turbine_2,7,0.6517602203637427,turbine_2:hist_gradient_boosting:cd65fb3316b57ab2:55e7646502ca,8db100ee2244eb4cf5962533c5e8068592e13b518664128bcfef30c33228fb31,2e1d465a7eb26947f4c356527d36630fe76e37d28b8a17216fbf89855fa14d22,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T03:00:00Z,turbine_1,8,0.4453225154001026,turbine_1:hist_gradient_boosting:b907dadfa8fe5d4f:55e7646502ca,56c8295b654459bb020f1b1cd4563485e88a28696210b1250ea241c3fd6db774,045d383ca8358d7d3a073def08e8c9e08d8532cb91237f2c2d5f9f7d84ef12e9,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T03:00:00Z,turbine_2,8,0.6062379814971027,turbine_2:hist_gradient_boosting:cd65fb3316b57ab2:55e7646502ca,8db100ee2244eb4cf5962533c5e8068592e13b518664128bcfef30c33228fb31,2e1d465a7eb26947f4c356527d36630fe76e37d28b8a17216fbf89855fa14d22,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T04:00:00Z,turbine_1,9,0.422037866543876,turbine_1:hist_gradient_boosting:b907dadfa8fe5d4f:55e7646502ca,56c8295b654459bb020f1b1cd4563485e88a28696210b1250ea241c3fd6db774,045d383ca8358d7d3a073def08e8c9e08d8532cb91237f2c2d5f9f7d84ef12e9,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T04:00:00Z,turbine_2,9,0.5388003002251754,turbine_2:hist_gradient_boosting:cd65fb3316b57ab2:55e7646502ca,8db100ee2244eb4cf5962533c5e8068592e13b518664128bcfef30c33228fb31,2e1d465a7eb26947f4c356527d36630fe76e37d28b8a17216fbf89855fa14d22,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T05:00:00Z,turbine_1,10,0.48633513069153317,turbine_1:hist_gradient_boosting:b907dadfa8fe5d4f:55e7646502ca,56c8295b654459bb020f1b1cd4563485e88a28696210b1250ea241c3fd6db774,045d383ca8358d7d3a073def08e8c9e08d8532cb91237f2c2d5f9f7d84ef12e9,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T05:00:00Z,turbine_2,10,0.7417814622714642,turbine_2:hist_gradient_boosting:cd65fb3316b57ab2:55e7646502ca,8db100ee2244eb4cf5962533c5e8068592e13b518664128bcfef30c33228fb31,2e1d465a7eb26947f4c356527d36630fe76e37d28b8a17216fbf89855fa14d22,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T06:00:00Z,turbine_1,11,0.4842650086389295,turbine_1:hist_gradient_boosting:b907dadfa8fe5d4f:55e7646502ca,56c8295b654459bb020f1b1cd4563485e88a28696210b1250ea241c3fd6db774,045d383ca8358d7d3a073def08e8c9e08d8532cb91237f2c2d5f9f7d84ef12e9,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T06:00:00Z,turbine_2,11,0.6956530629295621,turbine_2:hist_gradient_boosting:cd65fb3316b57ab2:55e7646502ca,8db100ee2244eb4cf5962533c5e8068592e13b518664128bcfef30c33228fb31,2e1d465a7eb26947f4c356527d36630fe76e37d28b8a17216fbf89855fa14d22,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T07:00:00Z,turbine_1,12,0.5386676948867022,turbine_1:hist_gradient_boosting:b907dadfa8fe5d4f:55e7646502ca,56c8295b654459bb020f1b1cd4563485e88a28696210b1250ea241c3fd6db774,045d383ca8358d7d3a073def08e8c9e08d8532cb91237f2c2d5f9f7d84ef12e9,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T07:00:00Z,turbine_2,12,0.8036331332281476,turbine_2:hist_gradient_boosting:cd65fb3316b57ab2:55e7646502ca,8db100ee2244eb4cf5962533c5e8068592e13b518664128bcfef30c33228fb31,2e1d465a7eb26947f4c356527d36630fe76e37d28b8a17216fbf89855fa14d22,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T08:00:00Z,turbine_1,13,0.5517867364206109,turbine_1:hist_gradient_boosting:b907dadfa8fe5d4f:55e7646502ca,56c8295b654459bb020f1b1cd4563485e88a28696210b1250ea241c3fd6db774,045d383ca8358d7d3a073def08e8c9e08d8532cb91237f2c2d5f9f7d84ef12e9,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T08:00:00Z,turbine_2,13,0.8513847831345949,turbine_2:hist_gradient_boosting:cd65fb3316b57ab2:55e7646502ca,8db100ee2244eb4cf5962533c5e8068592e13b518664128bcfef30c33228fb31,2e1d465a7eb26947f4c356527d36630fe76e37d28b8a17216fbf89855fa14d22,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T09:00:00Z,turbine_1,14,0.5048526638212212,turbine_1:hist_gradient_boosting:b907dadfa8fe5d4f:55e7646502ca,56c8295b654459bb020f1b1cd4563485e88a28696210b1250ea241c3fd6db774,045d383ca8358d7d3a073def08e8c9e08d8532cb91237f2c2d5f9f7d84ef12e9,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T09:00:00Z,turbine_2,14,0.8309263402933795,turbine_2:hist_gradient_boosting:cd65fb3316b57ab2:55e7646502ca,8db100ee2244eb4cf5962533c5e8068592e13b518664128bcfef30c33228fb31,2e1d465a7eb26947f4c356527d36630fe76e37d28b8a17216fbf89855fa14d22,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T10:00:00Z,turbine_1,15,0.51401763483165,turbine_1:hist_gradient_boosting:b907dadfa8fe5d4f:55e7646502ca,56c8295b654459bb020f1b1cd4563485e88a28696210b1250ea241c3fd6db774,045d383ca8358d7d3a073def08e8c9e08d8532cb91237f2c2d5f9f7d84ef12e9,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T10:00:00Z,turbine_2,15,0.7364998875646686,turbine_2:hist_gradient_boosting:cd65fb3316b57ab2:55e7646502ca,8db100ee2244eb4cf5962533c5e8068592e13b518664128bcfef30c33228fb31,2e1d465a7eb26947f4c356527d36630fe76e37d28b8a17216fbf89855fa14d22,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T11:00:00Z,turbine_1,16,0.4734572950017051,turbine_1:hist_gradient_boosting:b907dadfa8fe5d4f:55e7646502ca,56c8295b654459bb020f1b1cd4563485e88a28696210b1250ea241c3fd6db774,045d383ca8358d7d3a073def08e8c9e08d8532cb91237f2c2d5f9f7d84ef12e9,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T11:00:00Z,turbine_2,16,0.7401924199152169,turbine_2:hist_gradient_boosting:cd65fb3316b57ab2:55e7646502ca,8db100ee2244eb4cf5962533c5e8068592e13b518664128bcfef30c33228fb31,2e1d465a7eb26947f4c356527d36630fe76e37d28b8a17216fbf89855fa14d22,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T12:00:00Z,turbine_1,17,0.4082807907933323,turbine_1:hist_gradient_boosting:b907dadfa8fe5d4f:55e7646502ca,56c8295b654459bb020f1b1cd4563485e88a28696210b1250ea241c3fd6db774,045d383ca8358d7d3a073def08e8c9e08d8532cb91237f2c2d5f9f7d84ef12e9,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T12:00:00Z,turbine_2,17,0.6946370317505489,turbine_2:hist_gradient_boosting:cd65fb3316b57ab2:55e7646502ca,8db100ee2244eb4cf5962533c5e8068592e13b518664128bcfef30c33228fb31,2e1d465a7eb26947f4c356527d36630fe76e37d28b8a17216fbf89855fa14d22,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T13:00:00Z,turbine_1,18,0.36539872854400274,turbine_1:hist_gradient_boosting:b907dadfa8fe5d4f:55e7646502ca,56c8295b654459bb020f1b1cd4563485e88a28696210b1250ea241c3fd6db774,045d383ca8358d7d3a073def08e8c9e08d8532cb91237f2c2d5f9f7d84ef12e9,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T13:00:00Z,turbine_2,18,0.497519376430187,turbine_2:hist_gradient_boosting:cd65fb3316b57ab2:55e7646502ca,8db100ee2244eb4cf5962533c5e8068592e13b518664128bcfef30c33228fb31,2e1d465a7eb26947f4c356527d36630fe76e37d28b8a17216fbf89855fa14d22,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T14:00:00Z,turbine_1,19,0.21741974185159474,turbine_1:hist_gradient_boosting:b907dadfa8fe5d4f:55e7646502ca,56c8295b654459bb020f1b1cd4563485e88a28696210b1250ea241c3fd6db774,045d383ca8358d7d3a073def08e8c9e08d8532cb91237f2c2d5f9f7d84ef12e9,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T14:00:00Z,turbine_2,19,0.525170474486734,turbine_2:hist_gradient_boosting:cd65fb3316b57ab2:55e7646502ca,8db100ee2244eb4cf5962533c5e8068592e13b518664128bcfef30c33228fb31,2e1d465a7eb26947f4c356527d36630fe76e37d28b8a17216fbf89855fa14d22,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T15:00:00Z,turbine_1,20,0.2264028435834212,turbine_1:hist_gradient_boosting:b907dadfa8fe5d4f:55e7646502ca,56c8295b654459bb020f1b1cd4563485e88a28696210b1250ea241c3fd6db774,045d383ca8358d7d3a073def08e8c9e08d8532cb91237f2c2d5f9f7d84ef12e9,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T15:00:00Z,turbine_2,20,0.4503479466437076,turbine_2:hist_gradient_boosting:cd65fb3316b57ab2:55e7646502ca,8db100ee2244eb4cf5962533c5e8068592e13b518664128bcfef30c33228fb31,2e1d465a7eb26947f4c356527d36630fe76e37d28b8a17216fbf89855fa14d22,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T16:00:00Z,turbine_1,21,0.3086625665613234,turbine_1:hist_gradient_boosting:b907dadfa8fe5d4f:55e7646502ca,56c8295b654459bb020f1b1cd4563485e88a28696210b1250ea241c3fd6db774,045d383ca8358d7d3a073def08e8c9e08d8532cb91237f2c2d5f9f7d84ef12e9,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T16:00:00Z,turbine_2,21,0.5261298295161538,turbine_2:hist_gradient_boosting:cd65fb3316b57ab2:55e7646502ca,8db100ee2244eb4cf5962533c5e8068592e13b518664128bcfef30c33228fb31,2e1d465a7eb26947f4c356527d36630fe76e37d28b8a17216fbf89855fa14d22,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T17:00:00Z,turbine_1,22,0.10232641463100073,turbine_1:hist_gradient_boosting:b907dadfa8fe5d4f:55e7646502ca,56c8295b654459bb020f1b1cd4563485e88a28696210b1250ea241c3fd6db774,045d383ca8358d7d3a073def08e8c9e08d8532cb91237f2c2d5f9f7d84ef12e9,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T17:00:00Z,turbine_2,22,0.3497579638956085,turbine_2:hist_gradient_boosting:cd65fb3316b57ab2:55e7646502ca,8db100ee2244eb4cf5962533c5e8068592e13b518664128bcfef30c33228fb31,2e1d465a7eb26947f4c356527d36630fe76e37d28b8a17216fbf89855fa14d22,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T18:00:00Z,turbine_1,23,0.05223722109258103,turbine_1:hist_gradient_boosting:b907dadfa8fe5d4f:55e7646502ca,56c8295b654459bb020f1b1cd4563485e88a28696210b1250ea241c3fd6db774,045d383ca8358d7d3a073def08e8c9e08d8532cb91237f2c2d5f9f7d84ef12e9,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T18:00:00Z,turbine_2,23,0.21670092059237014,turbine_2:hist_gradient_boosting:cd65fb3316b57ab2:55e7646502ca,8db100ee2244eb4cf5962533c5e8068592e13b518664128bcfef30c33228fb31,2e1d465a7eb26947f4c356527d36630fe76e37d28b8a17216fbf89855fa14d22,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T19:00:00Z,turbine_1,24,0.0,turbine_1:hist_gradient_boosting:b907dadfa8fe5d4f:55e7646502ca,56c8295b654459bb020f1b1cd4563485e88a28696210b1250ea241c3fd6db774,045d383ca8358d7d3a073def08e8c9e08d8532cb91237f2c2d5f9f7d84ef12e9,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T19:00:00Z,turbine_2,24,0.035860604736554835,turbine_2:hist_gradient_boosting:cd65fb3316b57ab2:55e7646502ca,8db100ee2244eb4cf5962533c5e8068592e13b518664128bcfef30c33228fb31,2e1d465a7eb26947f4c356527d36630fe76e37d28b8a17216fbf89855fa14d22,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T20:00:00Z,turbine_1,25,0.0,turbine_1:hist_gradient_boosting:b907dadfa8fe5d4f:55e7646502ca,56c8295b654459bb020f1b1cd4563485e88a28696210b1250ea241c3fd6db774,045d383ca8358d7d3a073def08e8c9e08d8532cb91237f2c2d5f9f7d84ef12e9,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T20:00:00Z,turbine_2,25,0.0,turbine_2:hist_gradient_boosting:cd65fb3316b57ab2:55e7646502ca,8db100ee2244eb4cf5962533c5e8068592e13b518664128bcfef30c33228fb31,2e1d465a7eb26947f4c356527d36630fe76e37d28b8a17216fbf89855fa14d22,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T21:00:00Z,turbine_1,26,0.0,turbine_1:hist_gradient_boosting:b907dadfa8fe5d4f:55e7646502ca,56c8295b654459bb020f1b1cd4563485e88a28696210b1250ea241c3fd6db774,045d383ca8358d7d3a073def08e8c9e08d8532cb91237f2c2d5f9f7d84ef12e9,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T21:00:00Z,turbine_2,26,0.01047688140767725,turbine_2:hist_gradient_boosting:cd65fb3316b57ab2:55e7646502ca,8db100ee2244eb4cf5962533c5e8068592e13b518664128bcfef30c33228fb31,2e1d465a7eb26947f4c356527d36630fe76e37d28b8a17216fbf89855fa14d22,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T22:00:00Z,turbine_1,27,0.0,turbine_1:hist_gradient_boosting:b907dadfa8fe5d4f:55e7646502ca,56c8295b654459bb020f1b1cd4563485e88a28696210b1250ea241c3fd6db774,045d383ca8358d7d3a073def08e8c9e08d8532cb91237f2c2d5f9f7d84ef12e9,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T22:00:00Z,turbine_2,27,0.0,turbine_2:hist_gradient_boosting:cd65fb3316b57ab2:55e7646502ca,8db100ee2244eb4cf5962533c5e8068592e13b518664128bcfef30c33228fb31,2e1d465a7eb26947f4c356527d36630fe76e37d28b8a17216fbf89855fa14d22,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T23:00:00Z,turbine_1,28,0.0,turbine_1:hist_gradient_boosting:b907dadfa8fe5d4f:55e7646502ca,56c8295b654459bb020f1b1cd4563485e88a28696210b1250ea241c3fd6db774,045d383ca8358d7d3a073def08e8c9e08d8532cb91237f2c2d5f9f7d84ef12e9,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-01-31T23:00:00Z,turbine_2,28,0.0007853752225480443,turbine_2:hist_gradient_boosting:cd65fb3316b57ab2:55e7646502ca,8db100ee2244eb4cf5962533c5e8068592e13b518664128bcfef30c33228fb31,2e1d465a7eb26947f4c356527d36630fe76e37d28b8a17216fbf89855fa14d22,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
2026-01-30T19:00:00Z,2026-01-30T12:00:00Z,2026-02-01T00:00:00Z,turbine_1,29,0.0,turbine_1:hist_gradient_boosting:b907dadfa8fe5d4f:55e7646502ca,56c8295b654459bb020f1b1cd4563485e88a28696210b1250ea241c3fd6db774,045d383ca8358d7d3a073def08e8c9e08d8532cb91237f2c2d5f9f7d84ef12e9,d65d292371a2cb94301ccb3684bcabab16cf28e8a74c6f04cbc34ead952723df,2026-01-30T19:00:00Z
